,id,degreeType,major,earlyCareerMedianPay,midCareerMedianPay,fiveToTenYearMedianPay,tenToTwentyYearMedianPay,twentyPlusYearMedianPay,percentHighMeaning,year,url,rank,tie
152,4390,Bachelors,Computer Management Information Systems (CMIS),55700,106600,71900.0,97300.0,116800.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Management_Information_Systems_(CMIS)/Salary,153,True
153,4403,Bachelors,Information Systems (IS),63900,106600,84700.0,102600.0,118500.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Systems_(IS)/Salary,153,True
154,4404,Bachelors,Agricultural Economics,55600,106300,65600.0,106300.0,,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Agricultural_Economics/Salary,155,False
155,4405,Bachelors,Data Processing,65600,106200,,,106200.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Data_Processing/Salary,156,False
156,4432,Bachelors,European Studies,47500,106100,80600.0,98400.0,,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_European_Studies/Salary,157,False
157,4433,Bachelors,Biosystems Engineering,64700,106000,78300.0,106400.0,,0.74,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biosystems_Engineering/Salary,158,True
158,4434,Bachelors,Nuclear Engineering Technology (NET),83500,106000,85300.0,101700.0,124000.0,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Nuclear_Engineering_Technology_(NET)/Salary,158,True
159,4435,Bachelors,Economics & Political Science,57100,105700,86200.0,103100.0,117500.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Economics_%26_Political_Science/Salary,160,True
160,4436,Bachelors,Global & International Studies,50000,105700,65600.0,95500.0,,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Global_%26_International_Studies/Salary,160,True
161,4437,Bachelors,Organic Chemistry,44500,105600,59500.0,88600.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Organic_Chemistry/Salary,162,False
162,4438,Bachelors,Industrial Hygiene,58600,105500,81700.0,98900.0,,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Hygiene/Salary,163,True
163,4439,Bachelors,Safety Science,62400,105500,78800.0,97800.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Safety_Science/Salary,163,True
164,4440,Bachelors,Commerce,66800,105400,98300.0,101200.0,156500.0,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Commerce/Salary,165,True
165,4441,Bachelors,Rhetoric,51600,105400,70700.0,93300.0,121000.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Rhetoric/Salary,165,True
166,4443,Bachelors,Business Computer Information Systems (BCIS),64000,105300,74000.0,96900.0,123400.0,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Computer_Information_Systems_(BCIS)/Salary,167,False
167,4454,Bachelors,Finance,60200,105200,85000.0,100700.0,116800.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Finance/Salary,168,False
168,4444,Bachelors,Plastics Engineering Technology,66900,105100,86600.0,95500.0,,0.28,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Plastics_Engineering_Technology/Salary,169,False
169,4445,Bachelors,Molecular Biology,54100,105000,68900.0,99400.0,132800.0,0.67,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Molecular_Biology/Salary,170,False
170,4446,Bachelors,Environmental Engineering,62600,104800,79600.0,100800.0,121800.0,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Engineering/Salary,171,True
171,4447,Bachelors,International Management,54100,104800,73800.0,108700.0,,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Management/Salary,171,True
172,4448,Bachelors,Computer Information Systems,59400,104700,75600.0,100200.0,113300.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Information_Systems/Salary,173,False
173,4449,Bachelors,Corporate Finance,63600,104300,84900.0,101800.0,121000.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Corporate_Finance/Salary,174,False
174,4450,Bachelors,Genetics,52200,104100,69000.0,99900.0,107800.0,0.72,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Genetics/Salary,175,True
175,4451,Bachelors,International Business,55300,104100,78200.0,101300.0,118200.0,0.39,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Business/Salary,175,True
176,4452,Bachelors,Agricultural Engineering (AE),63100,104000,82100.0,98600.0,117400.0,0.63,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Agricultural_Engineering_(AE)/Salary,177,False
177,4453,Bachelors,Consumer Economics,53700,103800,74300.0,99500.0,,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Consumer_Economics/Salary,178,False
178,4431,Bachelors,Finance & Marketing,56800,103700,79400.0,84900.0,130900.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Finance_%26_Marketing/Salary,179,False
179,4442,Bachelors,Computer Information Systems (CIS),60500,103500,78500.0,98700.0,116900.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Information_Systems_(CIS)/Salary,180,False
180,4430,Bachelors,Business Finance,57200,103300,82200.0,96900.0,126500.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Finance/Salary,181,False
181,4406,Bachelors,Psychobiology,49600,103100,74300.0,96800.0,113200.0,0.65,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Psychobiology/Salary,182,True
182,4407,Bachelors,Strategic Management,66200,103100,86800.0,95100.0,,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Strategic_Management/Salary,182,True
183,4416,Bachelors,Construction Trades,61900,103100,78700.0,96300.0,119200.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Trades/Salary,182,True
184,4408,Bachelors,Operations Management (OM),61500,103000,82600.0,96900.0,113800.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Operations_Management_(OM)/Salary,185,False
185,4409,Bachelors,Entrepreneurship & Leadership,57100,102900,91400.0,92000.0,128300.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Entrepreneurship_%26_Leadership/Salary,186,False
186,4410,Bachelors,Electrical Engineering Technology (EET),66300,102800,83000.0,97200.0,113900.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electrical_Engineering_Technology_(EET)/Salary,187,False
187,4411,Bachelors,Computer Science & Information Technology,66000,102700,79600.0,98800.0,118800.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Science_%26_Information_Technology/Salary,188,True
188,4412,Bachelors,Food Marketing,56300,102700,86200.0,105500.0,,0.24,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Food_Marketing/Salary,188,True
189,4413,Bachelors,International Marketing,59000,102600,70900.0,95900.0,,0.22,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Marketing/Salary,190,True
190,4414,Bachelors,Network Engineering,60700,102600,77400.0,98200.0,,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Network_Engineering/Salary,190,True
191,4415,Bachelors,Building Construction Management,61300,102400,81700.0,100600.0,108000.0,0.63,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Building_Construction_Management/Salary,192,False
192,4417,Bachelors,Engineering Technology (ET),58400,102300,70500.0,93200.0,110900.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Engineering_Technology_(ET)/Salary,193,False
193,4418,Bachelors,International Relations,52800,102200,76900.0,95600.0,133100.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Relations/Salary,194,True
194,4419,Bachelors,Management & Finance,56800,102200,72600.0,96400.0,117300.0,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Management_%26_Finance/Salary,194,True
195,4428,Bachelors,Information Security,66400,102200,79400.0,101600.0,107100.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Security/Salary,194,True
196,4420,Bachelors,Business Operations,63500,102100,76700.0,103300.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Operations/Salary,197,False
197,4421,Bachelors,Industrial Management,57800,102000,74900.0,90800.0,123400.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Management/Salary,198,False
198,4422,Bachelors,Architectural Engineering,65000,101900,82300.0,96800.0,116400.0,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Architectural_Engineering/Salary,199,True
199,4423,Bachelors,Hotel Administration,64900,101900,81500.0,90600.0,113500.0,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Hotel_Administration/Salary,199,True
200,4424,Bachelors,Manufacturing,57600,101500,82500.0,91500.0,117500.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Manufacturing/Salary,201,False
201,4425,Bachelors,Agricultural Economics & Business,54900,101400,73000.0,87900.0,122000.0,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Agricultural_Economics_%26_Business/Salary,202,False
202,4426,Bachelors,Web Development,56400,101300,75100.0,114900.0,,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Web_Development/Salary,203,False
203,4427,Bachelors,Aviation,54000,101200,73800.0,90400.0,120000.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aviation/Salary,204,True
204,4507,Bachelors,Telecommunications Management,55000,101200,83200.0,100300.0,114600.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Telecommunications_Management/Salary,204,True
205,4560,Bachelors,Property Management,55200,101000,73500.0,,,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Property_Management/Salary,206,False
206,4714,Bachelors,Comparative Literature,48100,100900,68400.0,95000.0,106200.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Comparative_Literature/Salary,207,False
207,4561,Bachelors,Construction Science & Management,64700,100800,88300.0,103300.0,,0.71,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Science_%26_Management/Salary,208,False
208,4691,Bachelors,Biotechnology,53100,100700,73200.0,98600.0,116500.0,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biotechnology/Salary,209,False
209,4692,Bachelors,Industrial & Labor Relations,69800,100600,94100.0,94800.0,106800.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_%26_Labor_Relations/Salary,210,True
210,4693,Bachelors,Real Estate,59900,100600,82400.0,98500.0,103300.0,0.36,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Real_Estate/Salary,210,True
211,4694,Bachelors,Mechanical Engineering Technology (MET),64200,100400,80300.0,95600.0,112200.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mechanical_Engineering_Technology_(MET)/Salary,212,False
212,4695,Bachelors,Labor Relations,53000,100300,80800.0,92300.0,110000.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Labor_Relations/Salary,213,False
213,4696,Bachelors,Electronics,57500,100200,72000.0,92600.0,111300.0,0.63,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electronics/Salary,214,False
214,4697,Bachelors,Biochemistry (BCH),50400,99900,71200.0,94500.0,127300.0,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biochemistry_(BCH)/Salary,215,True
215,4698,Bachelors,Politics,53000,99900,80700.0,97300.0,118400.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Politics/Salary,215,True
216,4699,Bachelors,Accounting & Auditing,57800,99800,66800.0,89200.0,104500.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Accounting_%26_Auditing/Salary,217,False
217,4700,Bachelors,Chinese Language,54200,99600,90000.0,91500.0,,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Chinese_Language/Salary,218,False
218,4702,Bachelors,Information Science (IS),66300,99500,89500.0,93500.0,115800.0,0.36,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Science_(IS)/Salary,219,False
219,4713,Bachelors,East Asian Studies,49800,99400,82100.0,95800.0,114800.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_East_Asian_Studies/Salary,220,False
220,4703,Bachelors,Accounting & Finance,59200,99300,80900.0,92700.0,106300.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Accounting_%26_Finance/Salary,221,True
221,4704,Bachelors,Network Security,62300,99300,70300.0,99300.0,,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Network_Security/Salary,221,True
222,4705,Bachelors,Information Technology (IT),59100,99200,76800.0,95200.0,110300.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Technology_(IT)/Salary,223,False
223,4706,Bachelors,Aviation Management,50900,99100,74400.0,91600.0,112600.0,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aviation_Management/Salary,224,True
224,4707,Bachelors,Occupational Health and Safety,59900,99100,78000.0,94000.0,105000.0,0.69,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Occupational_Health_and_Safety/Salary,224,True
225,4708,Bachelors,Agribusiness,50700,98900,64500.0,91300.0,121400.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Agribusiness/Salary,226,True
226,4709,Bachelors,Business & Marketing,51000,98900,71700.0,92200.0,113900.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_%26_Marketing/Salary,226,True
227,4710,Bachelors,Computer Engineering Technology (CET),63000,98900,81700.0,97300.0,112700.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Engineering_Technology_(CET)/Salary,226,True
228,4711,Bachelors,Computer Security,68100,98700,87900.0,,,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Security/Salary,229,False
229,4712,Bachelors,Operations & Supply Chain Management,61300,98600,78600.0,96600.0,112700.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Operations_%26_Supply_Chain_Management/Salary,230,False
230,4690,Bachelors,Entomology,45900,98500,,,107200.0,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Entomology/Salary,231,False
231,4689,Bachelors,Music Production & Engineering,43100,98400,68700.0,102600.0,,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Music_Production_%26_Engineering/Salary,232,True
232,4701,Bachelors,Industrial Engineering Technology,67200,98400,76000.0,98200.0,98400.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Engineering_Technology/Salary,232,True
233,4665,Bachelors,Logistics & Supply Chain Management,59000,98300,74700.0,96900.0,100200.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Logistics_%26_Supply_Chain_Management/Salary,234,True
234,4666,Bachelors,Supply Chain Management,61700,98300,83200.0,98000.0,104500.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Supply_Chain_Management/Salary,234,True
235,4675,Bachelors,Accounts,59800,98300,68500.0,95300.0,,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Accounts/Salary,234,True
236,4667,Bachelors,Economics & Management,54400,98200,64500.0,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Economics_%26_Management/Salary,237,True
237,4668,Bachelors,Environmental Policy Analysis & Planning,51000,98200,59400.0,94200.0,114500.0,0.65,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Policy_Analysis_%26_Planning/Salary,237,True
238,4669,Bachelors,Physical Therapy,55500,98200,74100.0,96600.0,98900.0,0.88,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Physical_Therapy/Salary,237,True
239,4670,Bachelors,European History,52300,98000,77400.0,82600.0,124200.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_European_History/Salary,240,True
240,4671,Bachelors,Robotics & Automation,66100,98000,87700.0,,,0.63,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Robotics_%26_Automation/Salary,240,True
241,4672,Bachelors,Geological Engineering,61700,97900,78700.0,87400.0,119500.0,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Geological_Engineering/Salary,242,True
242,4673,Bachelors,Manufacturing Technology,59900,97900,71400.0,97800.0,103000.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Manufacturing_Technology/Salary,242,True
243,4674,Bachelors,Chemistry,51600,97500,69500.0,90300.0,109100.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Chemistry/Salary,244,False
244,4676,Bachelors,Business Logistics & Transportation,56400,97400,82200.0,85200.0,117800.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Logistics_%26_Transportation/Salary,245,False
245,4687,Bachelors,Food Science & Technology,53100,97300,75900.0,93100.0,104700.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Food_Science_%26_Technology/Salary,246,False
246,4677,Bachelors,City & Regional Planning,51800,97200,65500.0,92000.0,136400.0,0.7,2021,/research/US/Degree=Bachelor%27s_Degree%2C_City_%26_Regional_Planning/Salary,247,True
247,4678,Bachelors,Civil Engineering Technology (CET),58300,97200,74100.0,91200.0,114400.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Civil_Engineering_Technology_(CET)/Salary,247,True
248,4679,Bachelors,Electronics Engineering Technology (EET),64300,97100,81800.0,93400.0,103500.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electronics_Engineering_Technology_(EET)/Salary,249,True
249,4680,Bachelors,English & Psychology,42600,97100,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_English_%26_Psychology/Salary,249,True
250,4681,Bachelors,Finance & Banking,55300,97100,75400.0,87600.0,112700.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Finance_%26_Banking/Salary,249,True
251,4682,Bachelors,Mechanical Design,60900,97100,72400.0,94000.0,108900.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mechanical_Design/Salary,249,True
252,4683,Bachelors,Applied Technology,55500,97000,72800.0,97000.0,,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Technology/Salary,253,False
253,4684,Bachelors,Marketing & Management,50000,96900,69400.0,90400.0,108000.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marketing_%26_Management/Salary,254,False
254,4685,Bachelors,Technical & Scientific Communication,50700,96800,68600.0,108500.0,,0.37,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Technical_%26_Scientific_Communication/Salary,255,False
255,4686,Bachelors,Financial Planning,54000,96600,70800.0,91400.0,,0.63,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Financial_Planning/Salary,256,True
256,4715,Bachelors,Organizational Behavior,57000,96600,66400.0,88200.0,116200.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Organizational_Behavior/Salary,256,True
257,4688,Bachelors,Marketing,51700,96600,74100.0,92400.0,108900.0,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marketing/Salary,256,True
258,4740,Bachelors,Dairy Science,51200,96200,58600.0,88500.0,96900.0,0.68,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Dairy_Science/Salary,259,True
259,4716,Bachelors,Project Management,56800,96200,70000.0,91700.0,104700.0,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Project_Management/Salary,259,True
260,4743,Bachelors,Government & International Politics (GVIP),51300,96100,73600.0,81700.0,148400.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Government_%26_International_Politics_(GVIP)/Salary,261,True
261,4744,Bachelors,Latin American Studies,46700,96100,61300.0,94700.0,,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Latin_American_Studies/Salary,261,True
262,4745,Bachelors,Industrial Design (ID),55100,95900,74400.0,88800.0,107900.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Design_(ID)/Salary,263,True
263,4746,Bachelors,Web Design & Development,53100,95900,63200.0,93100.0,,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Web_Design_%26_Development/Salary,263,True
264,4747,Bachelors,Computing & Information Systems (CIS),58100,95800,80600.0,88100.0,,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computing_%26_Information_Systems_(CIS)/Salary,265,True
265,4748,Bachelors,Electromechanical Engineering,70500,95800,83600.0,95300.0,,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electromechanical_Engineering/Salary,265,True
266,4749,Bachelors,Industrial Technology (IT),62200,95800,77100.0,90300.0,103300.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Technology_(IT)/Salary,265,True
267,4750,Bachelors,Information Technology (IT) & Systems,61100,95800,81500.0,93400.0,114600.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Technology_(IT)_%26_Systems/Salary,265,True
268,4751,Bachelors,Biopsychology,53300,95700,71600.0,95700.0,,0.74,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biopsychology/Salary,269,True
269,4752,Bachelors,Government & Politics,52400,95700,71600.0,89900.0,103300.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Government_%26_Politics/Salary,269,True
270,4765,Bachelors,Microbiology & Immunology,54900,95400,76600.0,92300.0,,0.68,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Microbiology_%26_Immunology/Salary,271,True
271,4754,Bachelors,Chemistry & Environmental Science,48200,95400,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Chemistry_%26_Environmental_Science/Salary,271,True
272,4755,Bachelors,Interactive Media Design,54000,95300,73800.0,86300.0,,0.38,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Interactive_Media_Design/Salary,273,True
273,4756,Bachelors,Risk Management,58500,95300,,,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Risk_Management/Salary,273,True
274,4757,Bachelors,Cell Biology,50100,95200,102200.0,,,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Cell_Biology/Salary,275,False
275,4758,Bachelors,Aeronautics,62800,95100,74300.0,84300.0,118300.0,0.64,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aeronautics/Salary,276,False
276,4759,Bachelors,Welding Engineering Technology,74700,95000,91500.0,94800.0,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Welding_Engineering_Technology/Salary,277,False
277,4760,Bachelors,Finance & Management Information Systems,63900,94800,,90200.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Finance_%26_Management_Information_Systems/Salary,278,False
278,4761,Bachelors,Computer Science (CS) & Business,81100,94600,,94400.0,,0.28,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Science_(CS)_%26_Business/Salary,279,False
279,4762,Bachelors,Environmental Science & Policy,49500,94500,61600.0,94700.0,,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Science_%26_Policy/Salary,280,True
280,4763,Bachelors,Marketing & Communications,49600,94500,67100.0,88300.0,112300.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marketing_%26_Communications/Salary,280,True
281,4764,Bachelors,Safety Management,60100,94500,81700.0,89900.0,102600.0,0.7,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Safety_Management/Salary,280,True
282,4742,Bachelors,Business Technology Management,57400,94400,79500.0,94400.0,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Technology_Management/Salary,283,True
283,4753,Bachelors,Computer Networking Systems,55600,94400,78000.0,94400.0,103500.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Networking_Systems/Salary,283,True
284,4741,Bachelors,Biomedical Sciences,43600,94300,60900.0,94300.0,,0.7,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biomedical_Sciences/Salary,285,True
285,4717,Bachelors,Philosophy,52600,94300,67900.0,90800.0,104200.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Philosophy/Salary,285,True
286,4718,Bachelors,Sales & Marketing,52700,94300,70400.0,84200.0,111500.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Sales_%26_Marketing/Salary,285,True
287,4727,Bachelors,Manufacturing Engineering Technology,66000,94300,78700.0,90900.0,98900.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Manufacturing_Engineering_Technology/Salary,285,True
288,4719,Bachelors,Environmental Health & Safety,57600,94200,75200.0,93100.0,105500.0,0.68,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Health_%26_Safety/Salary,289,False
289,4720,Bachelors,Organizational Psychology,51200,94100,66500.0,88400.0,109200.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Organizational_Psychology/Salary,290,False
290,4721,Bachelors,Industrial Psychology,50000,94000,70100.0,84800.0,102900.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Psychology/Salary,291,True
291,4722,Bachelors,Political Science,50700,94000,70600.0,89400.0,106800.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Political_Science/Salary,291,True
292,4723,Bachelors,Real Estate Development,57100,94000,89600.0,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Real_Estate_Development/Salary,291,True
293,4724,Bachelors,Social Ecology,49000,93700,72400.0,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Social_Ecology/Salary,294,False
294,4725,Bachelors,Risk Management & Insurance,59500,93600,84200.0,88800.0,118400.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Risk_Management_%26_Insurance/Salary,295,False
295,4726,Bachelors,Radiation Therapy,68400,93400,84000.0,92600.0,94300.0,0.9,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Radiation_Therapy/Salary,296,False
296,4728,Bachelors,French Literature,46400,93300,72900.0,73500.0,106100.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_French_Literature/Salary,297,True
297,4739,Bachelors,Occupational Therapy (OT),54100,93300,84400.0,91700.0,94700.0,0.88,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Occupational_Therapy_(OT)/Salary,297,True
298,4729,Bachelors,Advertising,47200,93200,69400.0,91400.0,101700.0,0.32,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Advertising/Salary,299,False
299,4730,Bachelors,Accounting,54800,93100,73300.0,87300.0,101300.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Accounting/Salary,300,False
300,4731,Bachelors,Geology,50400,93000,65500.0,85200.0,108500.0,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Geology/Salary,301,True
301,4732,Bachelors,Strategic Communication,47100,93000,72800.0,91500.0,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Strategic_Communication/Salary,301,True
302,4733,Bachelors,Transportation & Logistics Management,57600,93000,71300.0,83800.0,105600.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Transportation_%26_Logistics_Management/Salary,301,True
303,4734,Bachelors,Financial Accounting,56100,92900,79900.0,87000.0,93700.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Financial_Accounting/Salary,304,False
304,4735,Bachelors,Cell & Molecular Biology,51900,92800,77900.0,91500.0,106100.0,0.68,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Cell_%26_Molecular_Biology/Salary,305,True
305,4736,Bachelors,Industrial Safety,55200,92800,81300.0,85400.0,99000.0,0.78,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Safety/Salary,305,True
306,4737,Bachelors,Insurance,56000,92800,81400.0,88700.0,92800.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Insurance/Salary,305,True
