,id,degreeType,major,earlyCareerMedianPay,midCareerMedianPay,fiveToTenYearMedianPay,tenToTwentyYearMedianPay,twentyPlusYearMedianPay,percentHighMeaning,year,url,rank,tie
0,3940,Bachelors,Petroleum Engineering,93200,187300,146100.0,176000.0,198100.0,0.67,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Petroleum_Engineering/Salary,1,False
1,4484,Bachelors,Operations Research & Industrial Engineering,84800,170400,126300.0,170800.0,,0.28,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Operations_Research_%26_Industrial_Engineering/Salary,2,False
2,4485,Bachelors,Electrical Engineering & Computer Science (EECS),108500,159300,134000.0,150500.0,163000.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electrical_Engineering_%26_Computer_Science_(EECS)/Salary,3,False
3,4486,Bachelors,Interaction Design,68300,155800,108400.0,155800.0,,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Interaction_Design/Salary,4,False
4,4487,Bachelors,Public Accounting,59800,147700,69800.0,89700.0,189700.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Public_Accounting/Salary,5,False
5,4488,Bachelors,Operations Research,83500,147400,110100.0,146400.0,,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Operations_Research/Salary,6,False
6,4489,Bachelors,Applied Economics and Management,66100,146400,100500.0,145700.0,,0.67,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Economics_and_Management/Salary,7,False
7,4490,Bachelors,Business Computing (BC),73000,143600,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Computing_(BC)/Salary,8,False
8,4491,Bachelors,Actuarial Mathematics,64300,143400,103900.0,143500.0,,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Actuarial_Mathematics/Salary,9,False
9,4492,Bachelors,Electrical Power Engineering,76100,142600,99600.0,129000.0,157500.0,0.68,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electrical_Power_Engineering/Salary,10,False
10,4493,Bachelors,Information & Computer Science,58600,140900,119800.0,126500.0,155100.0,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_%26_Computer_Science/Salary,11,False
11,4495,Bachelors,Aeronautics & Astronautics,77600,139600,96800.0,119500.0,,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aeronautics_%26_Astronautics/Salary,12,False
12,4506,Bachelors,Systems Engineering,77700,139200,109500.0,129500.0,145300.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Systems_Engineering/Salary,13,False
13,4496,Bachelors,Econometrics,64200,139000,86600.0,123200.0,,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Econometrics/Salary,14,False
14,4497,Bachelors,Pharmacy,68600,138700,131800.0,137900.0,138700.0,0.78,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Pharmacy/Salary,15,False
15,4498,Bachelors,Aerospace Studies,55800,136600,67700.0,124900.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aerospace_Studies/Salary,16,False
16,4499,Bachelors,Building Science,53800,135900,88000.0,134700.0,147900.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Building_Science/Salary,17,True
17,4500,Bachelors,Chemical Engineering,76900,135900,100200.0,124700.0,155000.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Chemical_Engineering/Salary,17,True
18,4501,Bachelors,Cognitive Science,68700,135200,101300.0,126400.0,172400.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Cognitive_Science/Salary,19,False
19,4502,Bachelors,Actuarial Science,67700,134400,101600.0,129200.0,144900.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Actuarial_Science/Salary,20,False
20,4503,Bachelors,Political Economy,65100,133500,96900.0,131100.0,,0.29,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Political_Economy/Salary,21,False
21,4504,Bachelors,Computer Systems Engineering,79000,133200,101800.0,132000.0,144800.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Systems_Engineering/Salary,22,False
22,4505,Bachelors,Electrical & Computer Engineering (ECE),78100,131600,98600.0,122700.0,146300.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electrical_%26_Computer_Engineering_(ECE)/Salary,23,False
23,4483,Bachelors,Computer Science (CS) & Engineering,79400,131300,96700.0,125300.0,142500.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Science_(CS)_%26_Engineering/Salary,24,True
24,4494,Bachelors,Marine Engineering,79900,131300,97500.0,122100.0,149100.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marine_Engineering/Salary,24,True
25,4482,Bachelors,Aeronautical Engineering,74700,131100,90700.0,113400.0,143800.0,0.66,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aeronautical_Engineering/Salary,26,False
26,4468,Bachelors,Computer Engineering (CE),79000,131000,100000.0,125700.0,146800.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Engineering_(CE)/Salary,27,False
27,4458,Bachelors,Naval Architecture & Marine Engineering,74400,130700,91200.0,130000.0,132200.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Naval_Architecture_%26_Marine_Engineering/Salary,28,False
28,4459,Bachelors,Entrepreneurship & Marketing,51400,129800,73200.0,106800.0,,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Entrepreneurship_%26_Marketing/Salary,29,False
29,4460,Bachelors,Corporate Accounting & Finance,65200,129700,85300.0,,,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Corporate_Accounting_%26_Finance/Salary,30,False
30,4461,Bachelors,Mechatronics,72800,129600,85400.0,,,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mechatronics/Salary,31,False
31,4462,Bachelors,Nuclear Engineering,76400,129400,95300.0,116500.0,146200.0,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Nuclear_Engineering/Salary,32,False
32,4463,Bachelors,Electrical Engineering (EE),75600,127700,94500.0,118000.0,140200.0,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electrical_Engineering_(EE)/Salary,33,True
33,4464,Bachelors,Foreign Affairs,54800,127700,81300.0,123000.0,,0.36,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Foreign_Affairs/Salary,33,True
34,4465,Bachelors,Marine Transportation Management,71100,127500,93100.0,121600.0,133700.0,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marine_Transportation_Management/Salary,35,False
35,4466,Bachelors,Mechanical & Aeronautical Engineering,70900,126900,87500.0,119100.0,134800.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mechanical_%26_Aeronautical_Engineering/Salary,36,False
36,4467,Bachelors,Welding Engineering,81000,126600,91400.0,107500.0,167800.0,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Welding_Engineering/Salary,37,False
37,4469,Bachelors,Instrumentation & Control Engineering,73100,126400,,99900.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Instrumentation_%26_Control_Engineering/Salary,38,False
38,4480,Bachelors,Computational & Applied Mathematics,75500,126000,92200.0,125700.0,,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computational_%26_Applied_Mathematics/Salary,39,False
39,4470,Bachelors,Electrical & Electronics Engineering (EEE),74700,125800,89900.0,111000.0,136800.0,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electrical_%26_Electronics_Engineering_(EEE)/Salary,40,False
40,4471,Bachelors,Aerospace Engineering,74300,125700,94100.0,117900.0,149000.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aerospace_Engineering/Salary,41,False
41,4472,Bachelors,Astronomy,66600,125400,80800.0,131000.0,,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Astronomy/Salary,42,True
42,4473,Bachelors,Optical Science & Engineering,71000,125400,105200.0,118000.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Optical_Science_%26_Engineering/Salary,42,True
43,4474,Bachelors,Quantitative Business Analysis,74000,125400,,91600.0,155200.0,0.37,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Quantitative_Business_Analysis/Salary,42,True
44,4475,Bachelors,Computer Science (CS) & Mathematics,70500,125100,91500.0,117900.0,135500.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Science_(CS)_%26_Mathematics/Salary,45,False
45,4476,Bachelors,Industrial & Systems Engineering,73100,124800,93400.0,118500.0,139100.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_%26_Systems_Engineering/Salary,46,False
46,4477,Bachelors,Economics and Mathematics,68200,124100,104600.0,119600.0,137000.0,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Economics_and_Mathematics/Salary,47,False
47,4478,Bachelors,Biomedical Engineering (BME),71300,123600,97100.0,121000.0,144300.0,0.72,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biomedical_Engineering_(BME)/Salary,48,True
48,4479,Bachelors,Managerial Economics,65200,123600,90400.0,115900.0,203400.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Managerial_Economics/Salary,48,True
49,4481,Bachelors,Computer Science (CS),75100,123400,96000.0,118000.0,133800.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Science_(CS)/Salary,50,True
50,4508,Bachelors,Physics & Astronomy,56500,123400,80800.0,92800.0,,0.36,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Physics_%26_Astronomy/Salary,50,True
51,4509,Bachelors,Petroleum Land Management,59300,123100,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Petroleum_Land_Management/Salary,52,True
52,4533,Bachelors,Bioscience,49200,123100,73300.0,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Bioscience/Salary,52,True
53,4536,Bachelors,Electronics & Communications Engineering,67400,122900,81500.0,117500.0,131300.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electronics_%26_Communications_Engineering/Salary,54,False
54,4537,Bachelors,Control Engineering,69700,122800,92600.0,,142100.0,0.61,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Control_Engineering/Salary,55,False
55,4538,Bachelors,Pharmacology,57700,122700,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Pharmacology/Salary,56,False
56,4539,Bachelors,Business Analysis,63200,122300,70100.0,81500.0,157700.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Analysis/Salary,57,False
57,4540,Bachelors,Aeronautical Science & Engineering,56000,122200,77700.0,94500.0,147300.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aeronautical_Science_%26_Engineering/Salary,58,True
58,4541,Bachelors,Metallurgical Engineering,81800,122200,90900.0,106200.0,134600.0,0.61,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Metallurgical_Engineering/Salary,58,True
59,4542,Bachelors,Engineering Science,67900,122100,89500.0,124800.0,,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Engineering_Science/Salary,60,False
60,4543,Bachelors,Applied Mathematics,68300,122000,94500.0,114100.0,139200.0,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Mathematics/Salary,61,False
61,4544,Bachelors,Chemical & Biomolecular Engineering,76800,121900,98300.0,116500.0,,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Chemical_%26_Biomolecular_Engineering/Salary,62,False
62,4545,Bachelors,Materials Science,67100,121800,99600.0,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Materials_Science/Salary,63,False
63,4547,Bachelors,Engineering,69900,121700,88400.0,112400.0,132100.0,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Engineering/Salary,64,False
64,4558,Bachelors,Ocean Engineering (OE),69400,121400,80100.0,106800.0,128800.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Ocean_Engineering_(OE)/Salary,65,False
65,4548,Bachelors,Bioengineering (BioE),70900,121300,92900.0,118000.0,140300.0,0.67,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Bioengineering_(BioE)/Salary,66,False
66,4549,Bachelors,Aeronautical/Aerospace Engineering Technology,76900,121200,89900.0,113300.0,131800.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aeronautical%2FAerospace_Engineering_Technology/Salary,67,False
67,4550,Bachelors,Integrated Science & Technology,65200,121100,84900.0,116300.0,,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Integrated_Science_%26_Technology/Salary,68,False
68,4551,Bachelors,Operations Management & Information Systems,66100,120900,83700.0,110900.0,141800.0,0.38,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Operations_Management_%26_Information_Systems/Salary,69,False
69,4552,Bachelors,Software Engineering,75000,120000,95200.0,115400.0,140300.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Software_Engineering/Salary,70,False
70,4553,Bachelors,Physics,65900,119700,86900.0,111800.0,135700.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Physics/Salary,71,False
71,4554,Bachelors,Quantitative Economics,65000,119600,90000.0,,,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Quantitative_Economics/Salary,72,False
72,4555,Bachelors,Computer & Information Science,63600,119500,88900.0,113200.0,128800.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_%26_Information_Science/Salary,73,False
73,4556,Bachelors,Geophysics,58000,119000,84100.0,119000.0,124000.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Geophysics/Salary,74,False
74,4557,Bachelors,Accounting & Economics,65900,118900,88700.0,106600.0,148100.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Accounting_%26_Economics/Salary,75,False
75,4535,Bachelors,Physician Assistant Studies,95900,118500,111500.0,116600.0,121200.0,0.84,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Physician_Assistant_Studies/Salary,76,False
76,4546,Bachelors,Mining Engineering,78800,118300,100300.0,112100.0,132500.0,0.64,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mining_Engineering/Salary,77,False
77,4534,Bachelors,Construction Engineering Management,68800,118200,80200.0,109100.0,133600.0,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Engineering_Management/Salary,78,False
78,4520,Bachelors,Mechanical Engineering (ME),71000,117600,89500.0,110900.0,132100.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mechanical_Engineering_(ME)/Salary,79,False
79,4510,Bachelors,Materials Science & Engineering,72700,117500,91600.0,113900.0,128700.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Materials_Science_%26_Engineering/Salary,80,False
80,4511,Bachelors,Engineering Mechanics,75500,117400,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Engineering_Mechanics/Salary,81,True
81,4512,Bachelors,Industrial Engineering (IE),71900,117400,91600.0,112100.0,126400.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Engineering_(IE)/Salary,81,True
82,4513,Bachelors,International Business & Finance,61400,117400,88600.0,110700.0,134800.0,0.31,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Business_%26_Finance/Salary,81,True
83,4514,Bachelors,Accounting & Computer Systems,63000,117300,86700.0,108500.0,137100.0,0.37,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Accounting_%26_Computer_Systems/Salary,84,False
84,4515,Bachelors,Business & Information Technology (IT),60100,116900,76700.0,106800.0,138500.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_%26_Information_Technology_(IT)/Salary,85,False
85,4516,Bachelors,Applied Physics,67300,116500,93600.0,111000.0,121600.0,0.52,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Physics/Salary,86,False
86,4517,Bachelors,International Economics,58700,116300,90600.0,115800.0,,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Economics/Salary,87,False
87,4518,Bachelors,Business & Economics,59600,116200,89900.0,110300.0,121700.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_%26_Economics/Salary,88,False
88,4519,Bachelors,Ceramic Engineering,69200,115700,,115700.0,121700.0,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Ceramic_Engineering/Salary,89,True
89,4521,Bachelors,Economics,62000,115700,88800.0,110900.0,128000.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Economics/Salary,89,True
90,4532,Bachelors,Pharmaceutical Sciences (PS),52800,115700,70800.0,99400.0,,0.69,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Pharmaceutical_Sciences_(PS)/Salary,89,True
91,4522,Bachelors,Telecommunications Engineering,66400,115400,86800.0,115100.0,,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Telecommunications_Engineering/Salary,92,False
92,4523,Bachelors,Information & Decision Sciences,65200,115200,86900.0,110100.0,,0.33,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_%26_Decision_Sciences/Salary,93,True
93,4524,Bachelors,Materials Engineering,72300,115200,93400.0,109800.0,145300.0,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Materials_Engineering/Salary,93,True
94,4525,Bachelors,Paper Science,77000,115200,91600.0,111400.0,127500.0,0.39,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Paper_Science/Salary,93,True
95,4526,Bachelors,Asian Studies,47700,115100,71800.0,116600.0,,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Asian_Studies/Salary,96,True
96,4527,Bachelors,Structural Engineering (SE),67800,115100,82500.0,104700.0,127300.0,0.66,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Structural_Engineering_(SE)/Salary,96,True
97,4528,Bachelors,Industrial Distribution,63600,115000,80200.0,99500.0,133000.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Distribution/Salary,98,False
98,4529,Bachelors,Management Information Systems (MIS),65000,114100,87700.0,109100.0,129900.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Management_Information_Systems_(MIS)/Salary,99,False
99,4530,Bachelors,Electronics Engineering,69600,113900,77800.0,103600.0,125400.0,0.66,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electronics_Engineering/Salary,100,True
100,4531,Bachelors,Finance & Economics,62600,113900,90800.0,106200.0,137700.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Finance_%26_Economics/Salary,100,True
101,4455,Bachelors,Medical Science,52000,113800,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Medical_Science/Salary,102,True
102,4456,Bachelors,Japanese Studies,51500,113800,71400.0,83500.0,,0.21,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Japanese_Studies/Salary,102,True
103,4457,Bachelors,Automotive Engineering,67300,113800,80200.0,107100.0,118300.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Automotive_Engineering/Salary,102,True
104,4429,Bachelors,Information Management,64300,112800,84300.0,106600.0,137000.0,0.38,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Management/Salary,105,False
105,4380,Bachelors,Management Science,64600,112700,95200.0,103200.0,130200.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Management_Science/Salary,106,True
106,4381,Bachelors,Mechanical,70200,112700,82700.0,103900.0,128500.0,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mechanical/Salary,106,True
107,4382,Bachelors,Construction Engineering,67300,112500,83000.0,103000.0,129300.0,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Engineering/Salary,108,False
108,4383,Bachelors,Finance & Investments,64100,112400,89100.0,109400.0,125800.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Finance_%26_Investments/Salary,109,True
109,4384,Bachelors,Mathematics & Statistics,63100,112400,83500.0,105700.0,135200.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mathematics_%26_Statistics/Salary,109,True
110,4385,Bachelors,Information Systems Management,59200,112300,77900.0,109200.0,126300.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Systems_Management/Salary,111,False
111,4386,Bachelors,Construction Project Management,61100,112200,80700.0,98900.0,127300.0,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Project_Management/Salary,112,True
112,4387,Bachelors,Engineering Management,69000,112200,91500.0,105900.0,136400.0,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Engineering_Management/Salary,112,True
113,4388,Bachelors,Packaging Science,70000,112200,89000.0,103500.0,122100.0,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Packaging_Science/Salary,112,True
114,4389,Bachelors,Industrial Engineering & Management,68300,112000,91100.0,111900.0,126800.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Industrial_Engineering_%26_Management/Salary,115,False
115,4391,Bachelors,Engineering Physics,70500,111800,89900.0,104700.0,143100.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Engineering_Physics/Salary,116,False
116,4402,Bachelors,Energy Management,72300,111700,86000.0,,,0.71,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Energy_Management/Salary,117,False
117,4392,Bachelors,Aeronautical Science,57700,111600,68200.0,95800.0,126800.0,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aeronautical_Science/Salary,118,False
118,4393,Bachelors,Government,55100,111200,79400.0,105400.0,123700.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Government/Salary,119,False
119,4394,Bachelors,Software Applications & Programming,59300,110800,84900.0,,,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Software_Applications_%26_Programming/Salary,120,False
120,4395,Bachelors,Astrophysics,69300,110700,79700.0,106100.0,138100.0,0.64,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Astrophysics/Salary,121,False
121,4396,Bachelors,Bioenvironmental Science,47700,110500,68900.0,110500.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Bioenvironmental_Science/Salary,122,False
122,4397,Bachelors,Japanese Language,53300,110300,76300.0,102900.0,135700.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Japanese_Language/Salary,123,False
123,4398,Bachelors,Business Economics,58400,110200,84800.0,106100.0,120800.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Economics/Salary,124,True
124,4399,Bachelors,Finance & Real Estate,63000,110200,82800.0,107300.0,119700.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Finance_%26_Real_Estate/Salary,124,True
125,4400,Bachelors,Manufacturing Engineering,69300,110000,85700.0,105600.0,115000.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Manufacturing_Engineering/Salary,126,False
126,4401,Bachelors,Atmospheric Science,48700,109900,63800.0,91200.0,,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Atmospheric_Science/Salary,127,False
127,4379,Bachelors,Cybersecurity,65600,109800,84900.0,107400.0,119700.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Cybersecurity/Salary,128,False
128,4378,Bachelors,Information Security & Assurance,61400,109300,81800.0,112200.0,,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Security_%26_Assurance/Salary,129,False
129,4377,Bachelors,Medicine,60600,109200,94400.0,106700.0,110500.0,0.92,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Medicine/Salary,130,False
130,4376,Bachelors,Civil Engineering (CE),65000,109000,82000.0,101500.0,127100.0,0.65,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Civil_Engineering_(CE)/Salary,131,False
131,4355,Bachelors,Environmental Health & Safety Management,61100,108800,87100.0,103500.0,122200.0,0.61,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Health_%26_Safety_Management/Salary,132,False
132,4356,Bachelors,Mathematics,63500,108700,85400.0,99500.0,119800.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Mathematics/Salary,133,False
133,4357,Bachelors,Applied Economics,61400,108600,97100.0,102100.0,,0.38,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Economics/Salary,134,False
134,4358,Bachelors,Construction Science,67400,108500,82100.0,105600.0,108800.0,0.63,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Science/Salary,135,True
135,4359,Bachelors,Political Communication,48800,108500,86500.0,,,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Political_Communication/Salary,135,True
136,4360,Bachelors,Marketing & International Business,52500,108400,75900.0,103600.0,136900.0,0.34,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marketing_%26_International_Business/Salary,137,True
137,4361,Bachelors,Software Development,65500,108400,87900.0,99400.0,127800.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Software_Development/Salary,137,True
138,4362,Bachelors,Biochemistry & Molecular Biology,53900,108100,75800.0,104600.0,138400.0,0.71,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biochemistry_%26_Molecular_Biology/Salary,139,False
139,4363,Bachelors,Computing,63500,108000,77700.0,96000.0,113700.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computing/Salary,140,True
140,4364,Bachelors,Construction Management,63200,108000,82600.0,101300.0,123600.0,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Management/Salary,140,True
141,4365,Bachelors,Accounting & Taxation,55600,107800,71500.0,91900.0,116300.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Accounting_%26_Taxation/Salary,142,True
142,4366,Bachelors,Building Construction (BC),67200,107800,82100.0,97200.0,118300.0,0.52,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Building_Construction_(BC)/Salary,142,True
143,4367,Bachelors,International & Comparative Politics,45700,107800,74600.0,100700.0,130300.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_%26_Comparative_Politics/Salary,142,True
144,4368,Bachelors,Civil & Environmental Engineering,65300,107500,82200.0,100000.0,128400.0,0.67,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Civil_%26_Environmental_Engineering/Salary,145,False
145,4369,Bachelors,Business Information Systems,65000,107400,84400.0,100500.0,118800.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Information_Systems/Salary,146,False
146,4370,Bachelors,Financial Economics,63300,107200,101600.0,104200.0,,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Financial_Economics/Salary,147,True
147,4371,Bachelors,Sales & Business Marketing,55900,107200,74300.0,96700.0,,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Sales_%26_Business_Marketing/Salary,147,True
148,4372,Bachelors,Plastics Engineering,68400,107100,88600.0,99100.0,107100.0,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Plastics_Engineering/Salary,149,False
149,4373,Bachelors,Information Technology Management,63400,107000,75400.0,100000.0,121100.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Information_Technology_Management/Salary,150,False
150,4374,Bachelors,Polymer Science & Engineering,74500,106900,82700.0,106900.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Polymer_Science_%26_Engineering/Salary,151,False
151,4375,Bachelors,Informatics,70300,106800,96800.0,107700.0,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Informatics/Salary,152,False
